TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID,Cluster
2335,230799.993,455011.982,0.971,3.0,0.382,3.2,3.8,3.6,7.8,12.8,11116,0
3268,230838.794,455099.373,1.302,3.0,0.873,1.6,2.1,1.4,2.1,3.2,15845,0
3106,230896.609,455001.897,0.886,3.0,1.067,3.7,4.2,4.2,10.5,16.3,14986,0
2925,230901.943,454983.419,1.059,3.0,1.102,2.1,1.5,3.1,3.6,7.0,14012,0
1689,230709.686,455070.481,0.709,3.1,0.055,1.6,1.6,2.0,2.1,2.5,8540,0
1525,230733.972,455082.122,0.346,3.1,0.103,2.6,3.0,3.5,5.3,7.0,8081,0
3057,230860.479,455077.707,1.19,3.1,0.117,1.8,2.2,2.0,2.7,5.5,14580,0
3248,230915.785,455162.977,1.215,3.1,0.128,1.9,2.3,1.9,2.9,6.7,15669,0
2960,230863.26,454981.145,0.36,3.1,0.142,1.8,1.8,2.4,2.5,4.5,14000,0
3048,230889.854,454994.738,0.444,3.1,0.192,2.4,2.8,2.4,4.4,8.9,14841,0
3071,230861.933,454978.361,1.171,3.1,0.201,1.5,1.8,1.6,1.8,3.0,14666,0
3126,230890.002,454990.86,1.359,3.1,0.213,1.3,1.5,1.4,1.3,2.2,15029,0
2193,230819.718,454950.859,0.539,3.1,0.218,3.4,3.9,3.7,9.0,10.9,10623,0
3221,230903.415,455127.917,0.806,3.1,0.27,1.5,1.7,1.5,1.7,2.0,15344,0
2946,230860.167,454977.655,1.05,3.1,0.28,0.8,1.1,0.9,0.6,0.9,14053,0
3001,230866.173,455056.275,0.483,3.1,0.288,5.3,4.8,7.4,22.1,22.7,14311,0
1740,230735.016,455105.254,0.619,3.1,0.341,1.9,2.1,2.3,2.9,3.3,8731,0
3230,230870.224,455096.865,1.182,3.1,0.345,1.4,1.6,1.5,1.6,3.1,15838,0
2135,230813.492,454951.13,0.703,3.1,0.398,2.2,2.4,2.5,3.9,4.8,10226,0
3271,230859.65,455088.938,1.001,3.1,0.399,1.0,1.2,1.0,0.9,1.4,15833,0
2383,230791.172,455054.597,1.07,3.1,0.585,1.2,1.0,1.5,1.0,2.1,11506,0
2943,230863.447,454977.669,0.957,3.1,0.599,1.6,1.5,1.9,2.0,3.9,14097,0
2332,230819.256,455076.972,1.036,3.1,0.69,7.2,7.9,6.8,40.3,44.3,10976,0
2337,230796.82,455008.196,0.894,3.1,0.75,2.8,2.2,4.7,6.0,12.0,11490,0
3254,230862.936,455135.94,1.053,3.1,0.847,2.5,2.8,2.9,4.8,6.8,15841,0
2922,230900.144,454948.639,1.007,3.1,0.906,1.2,1.0,1.5,1.1,1.6,14241,0
3178,230862.147,455094.2,0.941,3.1,1.216,1.8,1.9,1.9,2.7,5.2,15452,0
3224,230860.621,455101.081,0.988,3.1,1.39,2.3,2.2,2.5,4.0,8.1,15490,0
3080,230898.806,454999.552,0.964,3.1,1.539,3.2,3.4,3.7,7.8,14.4,14522,0
3090,230865.634,454985.401,1.318,3.2,0.125,0.8,0.8,1.0,0.5,1.0,14765,0
2158,230794.131,454997.167,0.856,3.2,0.201,2.6,3.6,2.5,5.5,9.5,10670,0
2470,230829.97,455095.684,0.452,3.2,0.229,2.5,3.5,3.3,5.0,6.1,11740,0
2326,230795.304,455008.87,0.39,3.2,0.263,1.8,1.9,1.8,2.5,3.1,11311,0
2955,230854.408,454972.83,1.105,3.2,0.343,2.6,2.6,3.4,5.4,11.2,14250,0
1675,230726.84,455112.761,0.865,3.2,0.346,1.8,1.5,2.9,2.6,3.4,8664,0
3137,230871.833,455099.792,1.091,3.2,0.451,4.8,6.1,4.8,18.4,36.4,15072,0
2424,230835.779,455092.797,0.87,3.2,0.554,1.7,2.2,1.4,2.2,4.1,12041,0
2915,230866.388,454980.61,0.998,3.2,1.112,2.9,4.0,2.7,6.4,13.7,13998,0
1541,230701.697,455042.125,0.932,3.2,1.136,2.2,2.8,2.4,3.9,7.2,7976,0
2134,230828.711,454950.66,0.895,3.2,1.603,3.2,5.1,2.9,8.0,11.1,10447,0
3145,230883.195,455092.165,0.902,3.2,2.248,5.9,7.3,6.9,27.8,46.4,15766,0
2978,230866.095,454984.972,1.309,3.3,0.061,1.2,1.6,1.0,1.1,2.1,14237,0
3068,230882.596,454989.13,0.792,3.3,0.067,4.0,4.8,4.1,12.4,16.4,14952,0
3117,230893.552,455004.054,0.621,3.3,0.099,3.5,4.8,3.3,9.6,13.9,15038,0
3014,230849.742,454969.406,0.801,3.3,0.168,1.0,1.1,1.0,0.8,1.6,14268,0
3121,230850.005,454987.165,0.733,3.3,0.172,3.3,4.0,3.6,8.6,9.8,14939,0
3152,230914.883,455151.745,0.373,3.3,0.173,3.2,3.8,3.3,7.8,17.4,15787,0
3076,230860.403,455076.009,0.969,3.3,0.207,2.5,3.2,2.3,5.1,13.7,14880,0
3107,230896.447,454999.743,1.225,3.3,0.228,1.0,1.2,1.1,0.8,1.5,15002,0
3165,230859.044,455090.089,1.218,3.3,0.262,0.9,0.8,1.3,0.7,1.0,15837,0
2912,230854.084,454942.9,0.563,3.3,0.277,1.2,1.4,1.1,1.1,1.7,14155,0
3198,230875.465,455094.778,1.274,3.3,0.478,2.5,1.9,3.9,5.0,8.8,15579,0
3098,230860.714,455083.283,0.667,3.3,0.488,2.0,2.3,2.2,3.2,6.2,15017,0
3089,230895.951,454991.944,0.844,3.3,0.5,0.8,0.8,0.9,0.5,0.8,14897,0
3151,230893.984,454991.992,1.205,3.3,0.509,1.3,1.3,1.7,1.3,2.1,15046,0
3188,230858.371,455090.682,0.752,3.3,0.543,1.6,1.4,2.0,1.9,3.1,15555,0
3056,230885.857,455043.331,0.855,3.3,0.55,1.3,1.4,1.4,1.4,1.8,14688,0
2205,230832.608,454951.316,0.782,3.3,0.62,3.5,3.9,4.7,9.4,11.4,10613,0
2189,230816.277,454946.611,0.726,3.3,0.669,3.7,4.7,3.6,10.8,22.2,10548,0
1562,230697.202,455013.782,0.783,3.3,0.809,1.9,2.0,2.6,2.7,3.8,8019,0
1496,230715.086,454974.247,0.851,3.3,0.924,4.0,4.1,5.6,12.4,15.6,7966,0
3266,230917.573,455166.425,1.207,3.3,1.003,4.0,4.6,4.7,12.8,28.8,15813,0
1673,230691.9,455040.019,1.302,3.3,1.113,1.4,1.1,2.1,1.5,1.7,8575,0
3124,230864.824,455063.928,0.847,3.3,1.159,3.1,4.8,2.2,7.6,16.8,15013,0
3083,230886.845,454988.12,1.193,3.4,0.064,1.8,2.0,1.8,2.5,6.0,15027,0
3153,230840.103,455104.987,1.133,3.4,0.114,3.0,3.1,3.2,7.1,14.3,15623,0
3196,230865.332,455094.268,0.752,3.4,0.129,2.1,2.2,2.1,3.6,7.8,15480,0
3131,230859.991,455080.967,0.493,3.4,0.188,2.0,2.3,2.1,3.3,8.6,14963,0
3190,230871.09,455102.542,1.248,3.4,0.226,2.2,2.5,2.3,3.6,10.3,15582,0
3079,230895.486,454995.972,1.305,3.4,0.258,1.5,1.6,1.5,1.7,4.0,14699,0
3258,230873.622,455107.096,0.541,3.4,0.469,2.8,3.2,3.0,6.1,12.5,15819,0
3093,230896.338,454998.708,1.18,3.4,0.47,1.1,1.4,1.0,1.0,2.2,15040,0
2357,230808.567,455086.527,0.742,3.4,0.514,0.9,1.3,1.2,0.6,0.8,11539,0
3162,230869.728,455102.143,1.156,3.4,0.564,2.7,2.9,3.0,5.6,15.3,15844,0
3234,230859.363,455090.243,0.724,3.4,1.14,1.7,1.9,1.9,2.2,4.2,15497,0
3123,230915.807,455161.48,0.94,3.4,1.554,3.9,3.0,5.5,12.0,26.8,15099,0
3130,230860.421,454976.405,1.232,3.4,1.972,2.1,2.5,2.4,3.4,6.7,15056,0
3204,230920.295,455136.44,1.314,3.5,0.098,3.4,3.7,3.7,9.2,24.4,15423,0
2436,230728.609,455086.507,0.745,3.5,0.181,1.8,2.3,1.6,2.6,4.5,11876,0
3176,230902.695,455100.891,0.826,3.5,0.204,1.7,1.9,2.0,2.2,3.8,15342,0
2991,230868.018,454982.977,0.685,3.5,0.252,3.4,4.2,3.8,9.0,15.8,14269,0
3110,230856.888,455081.39,1.145,3.5,0.278,1.9,1.7,2.5,2.9,6.7,14846,0
2971,230864.507,454981.386,0.916,3.5,0.321,1.9,2.1,2.3,2.8,7.6,14172,0
3053,230870.044,454985.427,1.284,3.5,0.321,7.3,7.7,6.9,42.4,92.4,14845,0
3114,230860.157,455079.829,0.827,3.5,0.343,2.8,3.5,3.0,6.2,15.1,14964,0
1695,230725.849,455119.298,0.861,3.5,0.36,1.0,1.0,0.9,0.7,1.5,8699,0
2987,230866.566,454982.231,0.929,3.5,0.432,2.3,3.2,2.4,4.0,7.5,14234,0
1704,230725.253,455116.044,0.852,3.5,0.571,2.7,2.7,2.7,5.9,10.7,8822,0
3183,230851.996,455085.03,0.964,3.5,0.575,3.1,3.0,5.2,7.4,12.7,15755,0
3246,230906.677,455105.312,0.874,3.5,0.601,1.8,1.9,1.9,2.5,4.1,15683,0
2352,230791.542,455054.052,1.273,3.5,0.726,3.2,4.2,4.5,8.0,14.2,11510,0
1564,230724.398,455043.536,0.864,3.5,0.913,2.5,2.4,3.1,5.1,8.7,8091,0
1625,230671.578,455033.831,1.146,3.5,0.971,1.5,1.4,1.8,1.8,2.6,8520,0
2469,230806.213,455117.407,0.859,3.5,1.082,4.0,5.5,3.6,12.7,19.1,12101,0
2932,230866.875,454985.152,1.043,3.6,0.114,2.4,1.9,3.7,4.7,9.7,14365,0
2472,230826.217,455098.232,1.227,3.6,0.281,1.2,1.5,1.0,1.1,1.9,12158,0
3012,230857.124,455079.516,0.952,3.6,0.419,2.2,2.3,2.8,3.9,8.2,14926,0
3149,230855.216,455091.904,0.894,3.6,0.601,1.6,1.5,2.3,2.0,2.8,15751,0
1676,230703.07,455032.541,1.291,3.6,0.63,1.9,3.1,1.9,3.0,6.1,8570,0
2992,230897.003,454999.213,1.061,3.6,0.635,2.0,2.7,1.6,3.1,6.3,14727,0
3186,230859.025,455087.576,0.907,3.6,1.267,2.8,2.9,3.3,6.1,12.2,15391,0
1627,230670.016,455032.271,0.449,3.6,1.315,2.8,3.3,3.1,6.0,9.3,8284,0
3088,230900.765,454985.659,0.942,3.6,1.326,2.2,1.9,2.6,3.8,9.9,14994,0
3111,230857.94,455078.683,1.163,3.7,0.069,2.2,1.8,2.8,3.9,11.2,14919,0
1617,230678.809,454996.508,0.433,3.7,0.078,1.9,2.0,2.3,2.8,4.9,8279,0
1531,230689.122,454914.983,1.246,3.7,0.112,2.2,2.9,2.6,3.9,4.5,7972,0
3007,230858.267,454982.263,1.326,3.7,0.168,1.7,1.8,1.9,2.2,3.7,14272,0
2400,230791.685,455055.661,0.844,3.7,0.255,3.6,3.7,4.0,10.3,26.5,11446,0
1759,230729.336,455114.458,0.929,3.7,0.291,1.3,1.4,1.4,1.4,2.8,8859,0
3067,230851.163,454979.488,0.83,3.7,0.476,1.9,1.8,2.2,2.7,4.5,14654,0
2206,230830.306,454948.451,1.176,3.7,0.494,2.9,3.6,2.3,6.5,14.2,10539,0
1601,230728.685,455085.884,1.285,3.7,0.499,1.8,2.1,1.4,2.5,7.1,8261,0
3066,230891.945,454996.682,1.24,3.7,0.5,4.2,4.3,4.7,13.8,35.1,14860,0
3187,230877.572,455095.178,0.894,3.7,0.602,6.4,6.6,7.7,32.3,65.7,15378,0
1576,230679.519,454998.635,0.347,3.8,0.098,2.2,2.0,2.8,3.6,6.7,8339,0
3063,230852.278,454990.36,0.364,3.8,0.129,3.7,3.2,5.3,10.8,20.2,14917,0
2434,230840.137,455092.04,0.36,3.8,0.279,6.6,5.9,9.1,33.7,40.4,12087,0
3096,230850.978,455085.861,1.271,3.8,0.3,2.1,2.0,3.0,3.5,7.7,14945,0
1637,230733.227,455079.535,0.964,3.8,0.657,3.0,3.5,3.2,6.9,11.9,8299,0
3231,230857.109,455088.328,0.914,3.8,0.837,1.7,1.7,1.7,2.2,6.2,15377,0
1645,230705.202,455007.261,0.735,3.8,1.025,4.7,6.0,5.1,17.5,23.5,8531,0
1639,230742.965,455053.405,1.032,3.8,1.189,4.0,4.4,4.2,12.4,21.1,8387,0
1521,230689.569,454954.338,0.777,3.8,1.213,10.0,10.8,11.6,78.2,105.2,7962,0
2990,230878.525,454916.158,0.328,3.9,0.07,2.8,2.6,3.6,6.3,15.6,14132,0
2459,230841.66,455102.885,0.926,3.9,0.204,1.3,1.5,1.5,1.4,2.3,12077,0
3122,230858.637,455089.578,0.755,3.9,0.238,1.0,0.9,1.2,0.9,1.7,15574,0
3052,230895.622,454998.184,0.781,3.9,0.287,0.9,0.9,1.2,0.7,1.7,15062,0
3119,230858.461,455088.836,0.829,3.9,0.3,1.2,1.5,1.0,1.2,2.5,15611,0
1666,230705.728,455029.371,1.23,3.9,0.306,1.1,1.4,1.1,0.9,1.6,8561,0
3256,230856.535,455089.782,0.812,3.9,0.317,1.4,1.3,1.7,1.5,3.1,15691,0
1739,230725.117,455109.784,0.912,3.9,0.325,1.8,2.2,2.0,2.7,4.0,8715,0
3100,230896.085,454999.421,1.096,3.9,0.47,1.4,1.5,1.4,1.5,3.8,14805,0
2346,230799.937,455010.784,0.747,3.9,0.486,1.3,1.7,1.4,1.3,2.4,11445,0
3025,230895.628,454994.267,1.038,3.9,0.523,1.5,1.7,1.8,1.7,3.7,14681,0
1629,230689.974,455059.727,1.248,3.9,0.55,1.2,1.1,1.5,1.0,2.2,8301,0
2473,230838.688,455098.243,1.285,3.9,1.483,2.4,3.1,2.2,4.7,9.0,12160,0
3120,230886.217,454988.737,0.771,4.0,0.064,3.1,2.5,4.3,7.6,15.5,14997,0
2935,230854.049,454982.173,1.214,4.0,0.167,2.4,2.6,3.0,4.4,10.8,14229,0
2437,230826.584,455098.693,1.07,4.0,0.212,1.9,1.8,2.4,2.9,6.1,11690,0
2997,230897.747,454949.921,1.35,4.0,0.222,1.9,2.0,2.2,2.8,4.1,14252,0
3180,230857.712,455089.641,0.73,4.0,0.495,1.4,1.4,1.5,1.5,3.1,15539,0
3244,230855.884,455091.332,0.987,4.0,0.56,1.6,2.1,1.3,1.9,4.0,15708,0
3032,230886.813,455042.689,0.852,4.0,0.963,2.7,3.8,2.1,5.7,12.3,15001,0
3054,230882.976,455044.555,0.816,4.0,1.154,2.9,2.5,3.9,6.4,9.5,14428,0
3002,230896.815,454992.812,0.97,4.0,1.44,2.2,2.2,2.7,3.6,8.1,14741,0
3211,230847.156,455103.767,0.378,4.1,0.128,3.6,3.4,4.7,9.9,11.9,15291,0
3144,230888.8,454989.277,1.254,4.1,0.177,3.7,3.5,4.7,10.6,25.8,15057,0
2381,230792.469,455008.088,1.216,4.1,0.21,1.9,1.7,3.0,2.9,4.1,11501,0
1712,230709.768,455115.038,0.974,4.1,0.261,6.0,6.3,6.5,28.4,44.5,8618,0
2996,230865.655,454981.91,0.415,4.1,0.284,2.3,3.0,2.1,4.0,12.2,14231,0
2905,230881.462,454959.652,0.766,4.1,0.334,1.3,1.4,1.7,1.4,2.0,13934,0
3077,230883.934,455044.585,0.901,4.1,0.367,1.9,2.2,1.7,2.8,4.2,14713,0
3134,230895.534,454997.236,0.788,4.1,0.494,1.4,1.3,1.6,1.6,3.2,15048,0
2936,230863.485,454979.81,0.723,4.1,0.625,2.1,2.2,2.1,3.5,9.5,13944,0
1503,230679.787,454933.819,0.894,4.2,0.063,1.8,1.9,1.7,2.4,6.3,7961,0
3220,230904.547,455160.019,1.137,4.2,0.298,1.4,1.4,1.6,1.6,2.9,15826,0
2344,230796.971,455105.178,0.924,4.2,0.468,4.6,6.0,5.7,16.9,21.5,11541,0
3006,230899.752,454949.899,1.257,4.2,0.474,1.3,1.3,1.6,1.3,1.7,14276,0
2215,230745.179,454965.38,0.899,4.2,0.483,2.5,2.8,2.9,4.8,7.9,10644,0
2347,230841.166,455045.691,1.337,4.2,0.541,0.9,0.9,1.2,0.7,1.3,11511,0
3206,230910.398,455152.899,0.937,4.2,0.549,3.8,3.9,5.0,11.6,23.6,15577,0
3169,230903.723,455101.459,0.805,4.2,0.686,2.3,2.3,2.7,4.3,8.2,15795,0
3116,230882.318,455042.854,0.852,4.2,1.063,2.2,2.2,2.4,3.7,8.6,15021,0
3095,230898.555,455099.546,0.43,4.3,0.152,2.4,2.2,2.6,4.4,12.1,15283,0
2963,230859.614,455081.366,0.962,4.3,0.255,3.5,4.3,3.3,9.8,35.0,14289,0
3092,230855.931,455089.534,0.606,4.3,0.433,1.8,2.1,2.0,2.6,4.5,15123,0
3078,230893.9,454997.883,1.149,4.3,0.459,2.0,2.0,2.3,3.0,7.6,14976,0
3073,230895.092,454992.008,0.968,4.3,0.621,1.7,1.7,2.1,2.2,5.7,15003,0
1702,230703.305,455033.441,1.336,4.3,0.758,1.5,1.9,1.2,1.7,2.6,8572,0
3139,230855.529,455089.079,0.596,4.3,1.665,2.4,2.5,2.8,4.5,8.3,15709,0
3099,230887.346,454991.914,0.419,4.4,0.236,2.9,4.1,2.4,6.8,24.2,14969,0
3042,230852.064,454979.546,0.831,4.4,0.362,2.7,2.6,3.0,5.5,16.5,15028,0
2977,230854.231,454942.564,0.713,4.4,0.476,2.7,2.4,3.6,5.9,11.3,14148,0
2353,230793.888,455012.72,0.977,4.4,0.725,2.0,3.0,2.3,3.1,6.0,11422,0
2446,230837.241,455096.479,0.93,4.4,0.93,2.4,2.4,2.7,4.5,10.9,11989,0
2416,230825.603,455098.321,1.178,4.5,0.119,2.3,2.1,3.0,4.1,10.9,11737,0
3081,230894.347,454999.278,0.951,4.5,0.138,1.7,1.6,1.8,2.2,6.7,14787,0
2933,230862.811,454980.376,0.815,4.5,0.153,1.7,1.5,2.3,2.3,6.0,13941,0
2160,230766.687,454984.968,0.822,4.5,0.525,1.9,1.6,2.4,2.8,5.3,10573,0
3086,230896.016,454996.136,1.271,4.5,0.527,2.3,2.1,2.7,4.0,8.8,14933,0
1618,230694.982,455058.893,0.466,4.6,0.114,1.8,2.5,1.6,2.6,5.4,8547,0
3159,230883.854,455101.566,0.681,4.6,0.136,3.3,3.9,3.4,8.4,22.1,15792,0
1589,230698.752,455012.603,0.397,4.6,0.149,2.2,2.5,2.5,3.9,9.6,8231,0
2984,230854.68,454944.502,0.365,4.6,0.164,3.1,4.1,3.5,7.6,10.3,14152,0
2418,230824.191,455098.059,0.833,4.6,0.404,2.2,2.1,2.6,3.7,6.8,12098,0
2986,230851.543,454981.472,1.32,4.6,0.511,3.2,3.9,3.7,8.0,22.6,14230,0
3135,230854.421,455089.47,0.815,4.6,0.812,2.2,2.3,2.2,3.7,8.3,15748,0
2926,230861.803,454984.327,1.105,4.7,0.066,2.4,3.1,2.3,4.6,13.7,13925,0
3118,230852.475,455110.986,0.512,4.7,0.08,2.0,2.6,1.7,3.1,5.9,15110,0
3004,230861.763,454980.998,0.955,4.7,0.117,2.4,2.6,2.7,4.7,10.8,14235,0
2892,230859.82,454979.419,1.164,4.7,0.138,2.6,3.2,2.7,5.4,12.6,14009,0
3000,230861.78,454979.157,0.987,4.7,0.142,1.7,1.6,2.0,2.2,6.3,14157,0
2923,230853.21,454982.265,0.548,4.7,0.156,2.0,2.1,2.4,3.3,9.9,13938,0
2937,230861.639,454979.196,0.627,4.7,0.175,2.1,2.1,2.4,3.3,8.1,13835,0
3105,230857.975,455091.545,0.745,4.7,0.447,1.5,1.5,2.1,1.9,3.9,15494,0
3035,230884.341,455041.075,1.087,4.7,0.473,2.3,2.7,2.4,4.0,10.5,14697,0
1635,230699.674,455033.747,1.18,4.7,0.528,2.0,2.4,2.2,3.0,4.9,8521,0
2964,230880.333,454953.935,0.633,4.7,1.232,1.9,1.9,2.3,2.9,3.7,14030,0
2461,230832.07,455100.942,0.878,4.8,0.35,4.1,4.4,4.7,13.3,24.7,11845,0
1696,230734.53,455103.778,0.831,4.8,0.517,2.2,2.7,1.9,3.7,7.0,8854,0
1606,230671.794,454995.15,0.366,4.9,0.115,9.0,9.9,8.1,63.3,71.8,8443,0
4514,231142.071,454406.198,0.505,3.0,0.125,1.6,2.5,1.5,2.0,2.4,22266,1
3524,231039.861,454429.681,1.117,3.0,0.29,1.5,1.8,1.5,1.7,2.3,16942,1
3439,231026.963,454421.294,0.923,3.0,0.414,2.2,2.5,2.3,3.7,7.4,16973,1
5513,231180.909,454295.727,0.398,3.0,0.518,2.5,2.4,2.7,4.8,5.5,28022,1
3390,231023.236,454399.488,0.67,3.0,0.595,3.3,4.1,3.5,8.7,9.9,16593,1
5680,231157.891,454422.43,0.912,3.0,1.417,2.4,3.0,1.9,4.4,6.9,28268,1
4256,231065.029,454362.346,0.969,3.1,0.377,0.8,0.9,0.7,0.5,1.0,21541,1
3441,231041.777,454276.595,0.646,3.1,0.407,3.6,4.5,3.1,10.2,14.5,16510,1
4361,231084.958,454334.058,1.196,3.1,0.447,1.5,1.7,1.6,1.7,2.3,21569,1
4267,231064.137,454362.946,0.882,3.1,0.46,1.4,1.5,1.7,1.6,2.3,21240,1
4517,231053.83,454412.089,1.06,3.1,0.558,1.8,1.9,2.0,2.6,5.4,21853,1
3503,231007.015,454401.994,0.523,3.2,0.08,1.7,1.6,1.9,2.3,3.3,17241,1
3451,231019.662,454351.741,1.151,3.2,0.081,3.3,4.0,3.2,8.6,15.6,16575,1
4354,231051.637,454269.589,0.748,3.2,0.112,3.4,4.3,3.9,9.1,13.4,21483,1
4262,231065.985,454361.983,1.002,3.2,0.191,0.8,1.0,0.9,0.6,0.9,21534,1
4213,231127.246,454282.698,0.466,3.2,0.286,3.9,5.8,4.4,11.8,13.5,21505,1
3487,231031.056,454424.906,1.333,3.2,0.349,3.9,4.2,5.1,12.0,18.5,16606,1
3363,231038.208,454411.959,0.876,3.2,1.238,1.7,2.3,1.6,2.3,3.7,16620,1
3580,231039.674,454430.63,1.102,3.3,0.181,1.0,1.3,0.7,0.7,1.1,17255,1
5537,231148.743,454311.552,1.324,3.3,0.386,1.1,1.0,1.6,0.9,1.6,27828,1
3570,231041.875,454429.567,0.808,3.3,0.718,2.7,3.3,3.0,5.8,16.0,17233,1
5459,231152.45,454378.26,0.364,3.4,0.158,1.2,2.2,0.7,1.1,2.0,27787,1
3607,231004.766,454401.874,0.494,3.4,0.163,1.6,1.4,2.0,2.0,4.9,17269,1
4350,231056.152,454277.903,1.102,3.4,0.304,3.0,3.8,2.7,7.1,13.5,21542,1
4348,231075.935,454352.808,0.864,3.4,0.39,2.0,2.4,2.5,3.2,5.5,21379,1
3357,231046.605,454270.749,1.344,3.5,0.06,2.4,3.3,2.1,4.4,10.8,16246,1
3556,231036.075,454421.357,1.024,3.5,1.006,2.3,3.2,2.0,4.3,5.4,17166,1
4446,231054.455,454412.109,0.904,3.6,0.42,3.8,3.5,6.0,11.6,20.7,22217,1
4233,231075.655,454348.539,0.36,3.6,0.46,4.8,5.1,6.2,17.9,26.2,21566,1
4212,231084.227,454333.798,0.913,3.6,0.562,1.4,1.7,1.4,1.6,2.4,21343,1
3545,231038.271,454410.365,0.869,3.6,0.88,1.8,1.9,1.9,2.6,6.9,17267,1
4373,231052.698,454414.342,0.906,3.7,0.084,2.7,3.2,2.5,5.9,14.9,22247,1
3590,231038.427,454417.465,1.201,3.7,0.168,2.0,2.1,2.4,3.2,5.5,17264,1
3225,230980.513,454281.641,0.748,3.7,0.556,2.5,4.4,1.8,5.0,7.2,16237,1
3472,231038.103,454413.829,0.951,3.7,1.855,2.9,3.1,3.7,6.5,13.8,17094,1
4324,231069.475,454361.434,1.207,3.8,0.122,1.9,2.1,1.9,2.8,5.5,21339,1
3499,231032.467,454415.271,1.328,3.8,0.478,1.2,1.4,1.2,1.1,1.6,17282,1
4243,231073.849,454352.409,1.237,3.8,0.733,1.2,1.3,1.5,1.1,1.9,21571,1
3505,231038.234,454419.871,0.361,3.9,0.154,2.1,2.5,2.2,3.5,9.2,17196,1
3355,231039.213,454340.535,1.077,3.9,0.515,2.0,2.1,2.4,3.3,4.8,16579,1
3452,231004.633,454404.022,0.909,3.9,0.89,1.6,1.7,2.0,2.1,5.0,16953,1
5695,231160.32,454427.411,0.478,4.0,0.16,4.5,4.0,5.3,16.2,20.0,28468,1
3498,231031.64,454423.11,0.837,4.0,0.224,1.9,2.3,2.0,2.9,6.2,16720,1
3535,230997.963,454378.498,1.275,4.0,0.329,0.8,0.9,0.9,0.5,0.5,17263,1
3493,231039.557,454418.779,1.296,4.0,0.54,2.3,2.6,2.5,4.1,10.4,17223,1
3455,231024.863,454418.951,0.386,4.1,0.095,3.2,2.7,4.1,8.0,21.7,16958,1
4252,231054.224,454273.666,1.012,4.1,0.142,1.7,2.0,1.7,2.2,5.0,21506,1
5481,231192.292,454345.919,0.84,4.1,0.196,1.9,2.2,1.9,2.8,4.9,27931,1
3536,231031.04,454410.863,0.453,4.1,0.272,3.4,3.5,3.9,9.2,18.1,17131,1
4334,231053.056,454274.4,0.991,4.1,0.37,1.5,1.8,1.5,1.7,2.9,21367,1
4538,231120.326,454423.009,1.216,4.1,0.483,4.0,4.3,4.8,12.8,28.8,22243,1
3594,231005.634,454403.309,0.839,4.1,0.546,2.0,2.1,2.3,3.1,7.8,17273,1
3542,231032.311,454420.767,0.9,4.1,1.227,4.1,4.1,4.4,13.1,29.6,17260,1
3491,231030.184,454403.917,0.833,4.2,0.917,3.7,3.9,3.3,10.6,25.9,16653,1
3546,231046.57,454411.588,0.733,4.2,0.934,5.7,4.5,7.5,25.7,42.4,17146,1
3568,231042.445,454421.927,0.376,4.3,0.089,4.0,4.6,4.3,12.9,30.6,17098,1
3567,231041.476,454414.562,0.944,4.3,0.105,3.0,3.4,3.0,7.2,19.2,16788,1
3429,231036.823,454421.99,1.297,4.3,0.145,1.7,1.9,1.7,2.2,4.8,16935,1
3457,231039.539,454339.162,1.015,4.3,0.724,2.4,2.8,2.5,4.5,10.3,16526,1
4367,231067.139,454362.148,0.777,4.5,0.681,1.7,2.0,1.9,2.3,5.8,21577,1
4347,231052.786,454273.457,0.981,4.6,0.283,1.2,1.2,1.3,1.1,2.5,21539,1
3399,231027.644,454408.84,0.457,4.6,0.378,6.0,6.7,6.2,27.8,54.7,16710,1
4253,231139.349,454295.198,1.32,4.6,0.621,1.6,1.3,2.4,2.0,4.1,21578,1
5625,231191.294,454348.42,0.84,4.8,0.154,1.7,2.0,1.8,2.4,5.7,27923,1
3335,231001.207,454301.851,0.893,4.8,0.549,2.6,2.5,3.3,5.3,10.7,16434,1
3576,231036.898,454411.28,1.118,4.9,0.229,1.4,1.8,1.1,1.5,3.6,17283,1
4388,231097.868,454301.633,1.288,4.9,0.402,2.5,3.2,2.9,4.8,8.2,21574,1
3494,231047.399,454430.159,0.85,5.0,0.384,0.9,0.8,1.2,0.7,1.8,16797,1
3475,231037.203,454412.095,0.857,5.0,0.508,1.7,1.7,1.9,2.3,7.0,17040,1
3459,231038.163,454429.331,0.84,5.0,0.657,2.4,2.9,2.2,4.4,11.6,17133,1
3554,231038.32,454426.266,0.834,5.1,0.175,2.8,3.8,2.3,6.3,12.6,17145,1
4222,231052.778,454274.887,0.867,5.2,0.117,1.7,1.5,2.1,2.1,3.7,21416,1
3584,231035.284,454411.363,1.192,5.2,0.543,2.2,1.5,3.2,3.9,10.3,17266,1
5473,231197.23,454300.123,0.859,5.5,0.264,0.5,0.4,0.8,0.2,0.6,27895,1
3550,231039.687,454423.155,0.934,5.6,0.793,2.6,2.6,2.6,5.1,18.4,17193,1
3442,231031.308,454414.946,0.815,5.8,0.41,2.6,3.2,2.4,5.4,18.0,16886,1
